2025-06-09T03:57:00.048083,result_d95ee9bbeb014885beb9e5a29de37be2.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T03:59:07.147461,result_f5f49d96e5734a2babbe57c2de3ff896.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T03:59:12.233011,result_d45e557fa29c48429351160e23179ab2.png,4,True,1,0,0,3,0,0,0,0
2025-06-09T03:59:26.519898,result_e1c76cb171494b85aab133c19b229ae7.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T04:00:31.952323,result_a920d2ae3df841cfafec59ef7d81e662.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T04:01:18.346988,result_012a0a55ef164f3e9ef36112ab975a98.png,3,True,0,0,0,3,0,0,0,0
2025-06-09T04:01:25.004588,result_1f62c065e2024c45958619c5fbb32879.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:01:35.633574,result_f1e9a13aaf1f4fd8ae97b09443cb1acc.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:01:44.507129,result_3c8906ee16bf419a80b87b679206149f.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T04:02:03.200614,result_31c543a6afe849f8801c01aa8dc212ae.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:02:41.364996,result_9511af46c9a24c48a2b12cd6bc784917.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T04:04:17.874726,result_5c0340c279094df28ce32173bf0ef66c.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:04:25.726070,result_dbaa62d8a4f746289dbe7ccd9800cfb9.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T04:11:00.432619,result_f2f3ee564a27466ba70f954d20b0d0df.png,3,True,0,0,0,3,0,0,0,0
2025-06-09T04:11:09.361069,result_963380bc4e6e44c6af8df31f6cc6d73e.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:11:18.500619,result_15aedf23576841268a66d91362f54784.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T04:11:26.761945,result_b4f14637412a47c8804680b847eac4b8.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:12:23.043335,result_04f8cbd51d9242faa62eacc924497470.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:12:29.992286,result_d28ac8a56e26471cabc346af475897dd.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:12:46.865589,result_f2ec1105aa54428fa7fb230908e22e74.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:13:12.834548,result_1a9504a3ebcf4a9db87825ca543684a9.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:14:04.225898,result_2d4adaeabc3a40949ea28f7cb052fdbf.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T04:19:19.390394,result_5770ec79587d4312a086588305f6a93c.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:19:26.149500,result_867b22feb814443eabda48f29a45f44d.png,3,True,0,0,0,3,0,0,0,0
2025-06-09T04:19:51.364978,result_74804b37884743f69e94d4245c56bfa6.png,3,True,0,0,0,3,0,0,0,0
2025-06-09T04:22:15.894559,result_e84abfb439364935969f42b8a6ad7221.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:22:21.357691,result_96e31162c80247ecbe75af6912bd085e.png,3,True,0,0,0,3,0,0,0,0
2025-06-09T04:22:26.845933,result_7704ecb207ad4e9c8da3589ffb46236f.png,2,True,0,0,0,0,0,0,2,0
2025-06-09T04:22:34.275831,result_8e8a9b0b6c2a497a8d86a3cf6d7e1ff0.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T04:23:58.697562,result_4b49dabb4d274d18bcc855c9b2c01009.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T04:25:09.086949,result_5f76f038b1f2471e97bb12481e05a2a2.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T04:25:28.994899,result_dd6fb4e513c24b30bad4bc8183455216.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T04:25:36.492686,result_1bdc0c8db5514ede9407df931b0d4993.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T04:25:50.732115,result_29e0baa26aa7435fafc7f68d1e9c0de6.png,4,True,0,0,0,4,0,0,0,0
2025-06-09T10:22:57.861182,result_c9e912f7aa464ab3875820e57e7329ae.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T10:23:14.841346,result_7d0f0142ba154661b30c8c54660cf536.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T10:25:22.801197,result_40a2ee0e61834de8b13fcdacf669d12b.png,3,True,0,0,0,3,0,0,0,0
2025-06-09T10:26:18.566003,result_353dfe34d6d2405cae08fc3f4fc79611.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T10:27:16.439776,result_252589669e63476b9a4d0a4c92bc9487.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T10:27:52.981670,result_cfa8cc342aea4961be6ae31ff28a72a5.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T10:28:11.832919,result_73d057393e914430b3d0d2c3f0b6ed0d.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T10:56:53.206900,result_8ee43735c7f046b78e190581adcf7c36.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T10:57:30.039497,result_10c897387e1f44a298c318a2466440f2.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T11:00:29.900124,result_79ff2ee3bde242708bb1fa59ea8934e7.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T11:00:41.373980,result_b2c6419f81814dd2973fbdd6b61fd2a3.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T11:01:14.735059,result_8c540896c71c43b285c89a36e9517711.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T11:01:26.843458,result_c459a3f2242f4e85849046e143bb48a0.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T11:19:45.313734,result_d86dd52ccbb444608e6bb5c4e72ef947.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T12:47:14.239615,result_d56ae58e3ba44458b12717ea3bb50f66.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T12:47:29.084092,result_dea6c9a4567b42a9befc7f704b14ad3e.png,2,True,0,0,0,0,0,0,2,0
2025-06-09T12:48:03.218166,result_60f527a9ec5b41728b7e692561cf3fe0.png,2,True,0,0,0,0,0,0,0,2
2025-06-09T12:48:52.593851,result_7fa7678b18214cb6807e2726fe807d64.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T12:49:03.188874,result_4c27556940fa4b6aa6376f8a7143f401.png,1,True,0,0,0,0,0,1,0,0
2025-06-09T12:50:03.682864,result_d6e70e8fda5b4d70a7d6281fd8cdd05a.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T12:50:20.364770,result_f85e6eb9daeb4a5b84ee94a06171eeb5.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T13:28:12.954999,result_884c77cab3a748cd9d9cc4fa17a664c5.png,32,True,7,2,1,5,15,0,2,0
2025-06-09T13:34:50.420609,result_2e04478e56174952959b490b7753a94b.png,2,True,0,0,0,0,0,0,0,2
2025-06-09T13:35:02.197331,result_31c1b060f5bd4331a8b63ced6ed7d16e.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T13:35:30.682973,result_3c8d783e8281487494904d67d2a32578.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T13:35:51.786937,result_d5a0dd74b47e45f695ae13a91a64045f.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T13:36:07.169138,result_3c610921104549dda1b4fec0dd5a5c05.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T13:36:25.702062,result_9fdaa99761e94451a539de654c30c626.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T13:36:37.862833,result_59ee0915cbea4899a57da2ba00f748ef.png,2,True,1,0,0,1,0,0,0,0
2025-06-09T13:37:02.998660,result_667279e5a9cb46f8ae38f4bb046e61ce.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T13:38:11.283549,result_1a0a292e707646f68ffc002f93b0f343.png,3,True,0,0,0,2,0,0,1,0
2025-06-09T13:38:59.869828,result_d9c0fc25273e4b3a938416da7a3306af.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T13:39:09.873562,result_d228cee73d714f8ca161ac8b30850218.png,4,True,0,0,0,3,0,0,1,0
2025-06-09T13:39:36.387572,result_37c731e09cf04888be14619b4e036472.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T13:39:46.568007,result_48a5c085872e4942927097a76d06462f.png,1,True,0,0,0,0,0,0,1,0
2025-06-09T13:39:56.295147,result_7a6a1be7e980465dbee1705c69a1a23a.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T13:40:09.745625,result_69d92f1586514a00a2aaa8a7ff96d094.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T13:40:24.554043,result_210671725c3d44f7ac7c4864b5527609.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T13:40:40.426666,result_2f597aa747f84b019a5d26d67e653752.png,1,True,0,0,0,0,0,0,0,1
2025-06-09T13:40:50.841741,result_e294c8d8d01b419b8908bcd8dceb4ac7.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T13:41:06.594365,result_20ab7966cd004f85bb57255613fec645.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T13:41:19.714962,result_b8b836619d8e4a90b032b41cb99e12af.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T13:41:29.234458,result_6bfc1bc710cc4e18a448a4f78b79cb11.png,1,True,1,0,0,0,0,0,0,0
2025-06-09T13:41:37.977212,result_dfe344abefd54e619d65f22ceb6d04d4.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T13:41:44.885252,result_3ca89dcbaa0b4189950541467cbea886.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T14:11:22.359316,result_64523a761f2d4e14b3305bb001ccd43e.png,1,True,0,0,0,0,0,0,1,0
2025-06-09T14:11:22.462317,result_83c7c94867dc4157a75e8bfcb5b4ab1b.png,1,True,0,0,0,0,0,0,1,0
2025-06-09T14:11:37.091716,result_64401e13096f463cb9f6cc66527978a0.png,2,True,0,0,0,0,2,0,0,0
2025-06-09T14:15:54.474677,result_a17124c78f524adba09f3c67b877c724.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T14:20:01.913753,result_878485a703c946759bdc8141e79d9e89.png,43,True,7,6,1,4,14,4,2,5
2025-06-09T14:22:23.927668,result_0169cec8abe74e08848f5181a508b385.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T14:22:46.034913,result_3dc779c54ebd4c4b9d972ce6fd38c82b.png,43,True,7,6,1,4,14,4,2,5
2025-06-09T14:23:11.865309,result_a1408bc3e8b34f6589948d29defc8f2e.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T14:23:30.804045,result_8c246dd389e041c58a820baf5122c08c.png,3,True,0,0,0,0,0,1,0,2
2025-06-09T14:23:54.605251,result_5fcfc1ee941348dbbe44f4a2e7c4eb35.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T14:25:17.078203,result_6a839712776944c19e4a8f40d141b021.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T14:29:52.653173,result_00aee339e3844df6b5dd9e497ec4c6a4.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T14:30:15.845763,result_126fcb7f241e48338ef92804863f3c11.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T14:30:49.805945,result_4a34661610704477b23e2ace091004f1.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T14:30:53.392581,result_2e4f9b53d61741329a5b55c3a7b4f2e1.png,0,False,0,0,0,0,0,0,0,0
2025-06-09T14:31:07.636537,result_99a6cb7dd7e8423e8da5073e56c57796.png,43,True,7,6,1,4,14,4,2,5
2025-06-09T14:31:14.904032,result_1148771b8a444edebec0a77c0c8058ac.png,1,True,0,0,0,0,0,0,1,0
2025-06-09T14:31:26.274259,result_eb582cceac4a43cfba8728f85cdb9954.png,2,True,0,0,0,0,2,0,0,0
2025-06-09T14:47:57.082599,result_ac96eed181e24aeea1cf4e9bf12ce152.png,43,True,7,6,1,4,14,4,2,5
2025-06-09T14:48:44.076949,result_8fc79d28aee14286af801d4b4ffe1ed6.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T18:34:14.213761,result_ebc016b2829e4cf7a8e33ac9ef4bbbd8.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T18:35:21.306217,result_56dd14fd8af64d26b2de94c62ecfa4b1.png,1,True,0,0,0,1,0,0,0,0
2025-06-09T18:36:46.372175,result_d716a7656f8b48a4a8bc811e15ad18c1.png,43,True,7,6,1,4,14,4,2,5
2025-06-10T10:27:12.808042,result_f2b69d03ae8244398decd59868bddce9.png,1,True,0,0,0,0,1,0,0,0
2025-06-10T10:28:50.512538,result_ce0ba067e35e46c6b49fd43d40deac86.png,0,False,0,0,0,0,0,0,0,0
2025-06-10T10:29:02.684353,result_fd02d903d92b48ce95ed9756740d8a5e.png,1,True,0,0,0,0,0,0,1,0
2025-06-10T10:29:19.354878,result_3439677556cd496292fb9201de249ff6.png,43,True,7,6,1,4,14,4,2,5
2025-06-10T10:31:59.483832,result_0abf6eb90d954846aa5d8513cd72a91d.png,1,True,0,0,0,1,0,0,0,0
2025-06-10T10:42:33.154044,result_8f79d78cf6184c68b412648f21e84d88.png,1,True,0,0,0,1,0,0,0,0
2025-06-10T10:42:46.069162,result_7d00d874459f482881855e18627b894e.png,15,True,10,0,0,0,2,3,0,0
2025-06-10T10:43:28.043599,result_3392b12da26440a2b4cfdf72441b760a.png,12,True,2,0,0,0,5,3,0,2
2025-06-10T10:44:55.891566,result_da273f4ede0f4e739706ba928d5e7ed3.png,43,True,7,6,1,4,14,4,2,5
2025-06-10T10:55:51.859010,result_58dde80f79874f4197bf3fe2e4ae5901.png,1,True,0,0,0,1,0,0,0,0
2025-06-10T10:59:59.525746,result_1c656e5f54b943debfb3e4c39d3ce8bf.png,1,True,0,0,0,1,0,0,0,0
